message,label
I'm fine. Hope you are also,ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
Nokia phone is lovly..,ham
Yo we are watching a movie on netflix,ham
"Thank you. And by the way, I just lost.",ham
Wat time r Ì_ going to xin's hostel?,ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,ham
How much for an eighth?,ham
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham
Cold. Dont be sad dear,ham
"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham""",ham
Go chase after her and run her over while she's crossing the street,ham
"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam
"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam
I love to cuddle! I want to hold you in my strong arms right now...,ham
Yeah it's jus rite...,ham
I surely dont forgot to come:)i will always be in touch in with you:-),ham
85233 FREE>Ringtone!Reply REAL,spam
"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam
Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,ham
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",spam
Its a part of checking IQ,ham
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam
"Hey , is * rite u put åÈ10 evey mnth is that all?",ham
Lol wtf random. Btw is that your lunch break,ham
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham
Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,ham
I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham
Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam
Then ur sis how?,ham
Thankyou so much for the call. I appreciate your care.,ham
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,spam
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,spam
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,spam
U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,ham
Id have to check but there's only like 1 bowls worth left,ham
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,spam
I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",ham
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
Studying. But i.ll be free next weekend.,ham
"Looks like you found something to do other than smoke, great job!",ham
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,ham
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,ham
"Thanks for your ringtone order, ref number R836. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069154",spam
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,ham
We stopped to get ice cream and will go back after,ham
Does uncle timi help in clearing cars,ham
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",spam
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,spam
This phone has the weirdest auto correct.,ham
"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",spam
So can collect ur laptop?,ham
I'm okay. Chasing the dream. What's good. What are you doing next.,ham
What happen dear tell me,ham
No need to say anything to me. I know i am an outsider,ham
I will come tomorrow di,ham
Reverse is cheating. That is not mathematics.,ham
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,spam
Watching tv lor. Nice one then i like lor.,ham
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
I'm in office now da:)where are you?,ham
Have you heard from this week?,ham
Yes when is the appt again?,ham
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",ham
I didn't get the second half of that message,ham
K. I will sent it again,ham
"That means you got an A in epi, she.s fine. She.s here now.",ham
No da. I am happy that we sit together na,ham
"Free Msg: get Gnarls Barkleys \Crazy\"" ringtone TOTALLY FREE just reply GO to this message right now!""",spam
yay! finally lol. i missed our cinema trip last week :-(,ham
Good morning princess! Happy New Year!,ham
Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,spam
This message is brought to you by GMW Ltd. and is not connected to the,spam
Hey tmr maybe can meet you at yck,ham
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",ham
Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,ham
Yo! Howz u? girls never rang after india. L,ham
I was just callin to say hi. Take care bruv!,ham
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),ham
Me fine..absolutly fine,ham
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam
WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,spam
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),ham
Just curious because my cuz asked what I was up to,ham
Left dessert. U wan me 2 go suntec look 4 u?,ham
Go where n buy? Juz buy when we get there lar.,ham
Well you told others you'd marry them...,ham
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",ham
Oh for fuck's sake she's in like tallahassee,ham
I can't describe how lucky you are that I'm actually awake by noon,ham
Long beach lor. Expected... U having dinner now?,ham
Yes there were many sweets,ham
Yup...,ham
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam
"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",ham
Ofcourse I also upload some songs,ham
Nope i'm not drivin... I neva develop da photos lei...,ham
have * good weekend.,ham
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham
K.k..how is your sister kids?,ham
Ok,ham
Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,ham
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",ham
I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,ham
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
Sorry da. I gone mad so many pending works what to do.,ham
Here got lots of hair dresser fr china.,ham
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",ham
Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,ham
Am only searching for good dual sim mobile pa.,ham
Come to mahal bus stop.. &lt;DECIMAL&gt;,ham
"Mostly sports type..lyk footbl,crckt..",ham
I.ll get there tomorrow and send it to you,ham
URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ham
Ay wana meet on sat?Ì_ wkg on sat?,ham
"It's wylie, you in tampa or sarasota?",ham
Mm have some kanji dont eat anything heavy ok,ham
I think just yourself Û_Thanks and see you tomo,ham
When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...,ham
"Nothing really, just making sure everybody's up to speed",ham
Nope... C Ì_ then...,ham
Mine here like all fr china then so noisy.,ham
No problem. We will be spending a lot of quality time together...,ham
Mm yes dear look how i am hugging you both. :-P,ham
"* Was really good to see you the other day dudette, been missing you!",ham
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),spam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
No da. . Vijay going to talk in jaya tv,ham
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,ham
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",ham
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam
Sending you greetings of joy and happiness. Do have a gr8 evening,ham
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",ham
I liked your new house,ham
Raviyog Peripherals bhayandar east,ham
I havent lei.. Next mon can?,ham
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",ham
"Hey babe, my friend had to cancel, still up for a visit ?",ham
"I'll see, but prolly yeah",ham
Is it your yahoo boys that bring in the perf? Or legal.,ham
Haha... Hope Ì_ can hear the receipt sound... Gd luck!,ham
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam
I'm awake oh. What's up.,ham
He remains a bro amongst bros,ham
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,spam
Short But Cute: \Be a good person,ham
From 5 to 2 only my work timing.,ham
I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,ham
"As usual..iam fine, happy &amp; doing well..:)",ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ",spam
Yeah whatever lol,ham
Call him and say you not coming today ok and tell them not to fool me like this ok,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,ham
Lol its ok I didn't remember til last nite,ham
5 nights...We nt staying at port step liao...Too ex,ham
It has issues right now. Ill fix for her by tomorrow.,ham
Good night my dear.. Sleepwell&amp;Take care,ham
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam
Mode men or have you left.,ham
I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,ham
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ham
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,ham
* Am on a train back from northampton so i'm afraid not!,ham
Y Ì_ wan to go there? C doctor?,ham
"Yo, any way we could pick something up tonight?",ham
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
Yes its possible but dint try. Pls dont tell to any one k,ham
Watching ajith film ah?,ham
This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam
Mm feeling sleepy. today itself i shall get that dear,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,ham
Ding me on ya break fassyole! Blacko from londn,ham
oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,ham
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam
Stupid.its not possible,ham
Lol or I could just starve and lose a pound by the end of the day.,ham
Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam
Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,ham
We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham
In which place i can get rooms cheap:-),ham
I'm home. Ard wat time will u reach?,ham
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam
"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",spam
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,ham
I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,ham
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham
"Hey elaine, is today's meeting still on?",ham
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,ham
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
My friends use to call the same.,ham
Hey you around? I've got enough for a half + the ten I owe you,ham
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",spam
"Vikky, come around  &lt;TIME&gt; ..",ham
"I think your mentor is , but not 100 percent sure.",ham
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",ham
"Haha awesome, I might need to take you up on that, what you doin tonight?",ham
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam
FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,spam
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",ham
Why de. You looking good only:-)..,ham
I keep ten rs in my shelf:) buy two egg.,ham
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",ham
Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,ham
"It,,s a taxt massage....tie-pos argh ok! Lool!",ham
"I'm in solihull, | do you want anything?",ham
I will come to ur home now,ham
So when do you wanna gym?,ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,ham
I am in bus on the way to calicut,ham
I notice you like looking in the shit mirror youre turning into a right freak,ham
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham
You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,spam
S now only i took tablets . Reaction morning only.,ham
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",spam
It certainly puts things into perspective when something like this happens,ham
Not sure I have the stomach for it ...,ham
You said not now. No problem. When you can. Let me know.,ham
"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham
Cheers for the card ... Is it that time of year already?,ham
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
Hi.what you think about match?,ham
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham
So i asked how's anthony. Dad. And your bf,ham
Also track down any lighters you can find,ham
Ok.,ham
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham
"If i let you do this, i want you in the house by 8am.",ham
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,ham
"I'm home, my love ... If your still awake ... *loving kiss*",ham
You getting back any time soon?,ham
Got smaller capacity one? Quite ex...,ham
Short But Cute: \Be a good person,ham
Yo im right by yo work,ham
Oh oh... Wasted... Den muz chiong on sat n sun liao...,ham
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham
"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",ham
dont make ne plans for nxt wknd coz she wants us to come down then ok,ham
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,spam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
I dont know why she.s not getting your messages,ham
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,ham
How much u trying to get?,ham
"Sorry sir, i will call you tomorrow.  senthil.hsbc",ham
At the funeral home with Audrey and dad,ham
Hi Harish's rent has been transfred to ur Acnt.,ham
Erutupalam thandiyachu,ham
"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",spam
"U so lousy, run already come back then half dead... Hee...",ham
No dear i was sleeping :-P,ham
K da:)how many page you want?,ham
"That's cool he'll be here all night, lemme know when you're around",ham
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
Er mw im filled tuth is aight,ham
Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP,spam
Thank you princess! You are so sexy...,ham
What should i eat fo lunch senor,ham
"Sounds good, keep me posted",ham
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...,ham
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,ham
Send me yetty's number pls.,ham
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",ham
Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,spam
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,ham
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,ham
Apps class varaya elaya.,ham
If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.,ham
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham
Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,ham
What time. IÛ÷m out until prob 3 or so,ham
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",ham
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam
That seems unnecessarily affectionate,ham
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",spam
Stupid.its not possible,ham
"I'm in a meeting, call me later at",ham
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham
"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
I anything lor...,ham
Do you hide anythiing or keeping distance from me,ham
How's ur paper?,ham
No plm i will come da. On the way.,ham
"Sir Goodmorning, Once free call me.",ham
"Mah b, I'll pick it up tomorrow",ham
No i am not having not any movies in my laptop,ham
Ok try to do week end course in coimbatore.,ham
"Lets use it next week, princess :)",ham
Are you plans with your family set in stone ?,ham
Huh? 6 also cannot? Then only how many mistakes?,ham
Its sarcasm.. .nt scarcasim,ham
Okie... Thanx...,ham
Two fundamentals of cool life: \Walk,ham
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam
Kent vale lor... ÌÏ wait 4 me there ar?,ham
Which is weird because I know I had it at one point,ham
Buy one egg for me da..please:),ham
Ok but tell me half an hr b4 u come i need 2 prepare.,ham
Of course. I guess god's just got me on hold right now.,ham
happened here while you were adventuring,ham
Mmmm.... I cant wait to lick it!,ham
"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",ham
"URGENT! Last weekend's draw shows that you have won å£1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",spam
WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam
Surly ill give it to you:-) while coming to review.,ham
"Nope, I'm still in the market",ham
"When you just put in the + sign, choose my number and the pin will show. Right?",ham
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,spam
I'll talk to the others and probably just come early tomorrow then,ham
\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,ham
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",spam
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam
WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,spam
Who u talking about?,ham
URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,spam
Wait . I will msg after  &lt;#&gt;  min.,ham
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,ham
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,spam
Dunno lei shd b driving lor cos i go sch 1 hr oni.,ham
Hurry home. Soup is DONE!,ham
Your dad is back in ph?,ham
"Sir, i am waiting for your call, once free please call me.",ham
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but",ham
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",ham
I'm hungry buy smth home...,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,spam
Sweet heart how are you?,ham
Okay. I've seen it. So i should pick it on friday?,ham
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,ham
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham
